timestamp,scenario,cpu,memory,latency_ms,error_rate,selected_decision,ce,ch,cc,cr,confidence,confidence_margin,correct,recovery_success,mttr_ms,verification_attempts,pre_availability,post_availability,availability_gain,explanation
2026-07-16T18:52:52.939402+00:00,CPU Resource Exhaustion,94.8,1.7864,0.0911,0.0,Scale Out,0.672,0.6272,0.95,0.89,0.772631,0.155922,1,1,42.047,1,1.0,1.0,0.0,Scale Out was selected with confidence 0.773. The observation contained CPU usage of 94.80% and latency of 0.09 ms. The decision exceeded Restart Service by 0.156.
2026-07-16T19:25:21.282500+00:00,CPU Resource Exhaustion,95.7,1.7884,0.1142,0.0,Scale Out,0.6855,0.6398,0.95,0.89,0.780353,0.15748,1,1,16.0309,1,1.0,1.0,0.0,Scale Out was selected with confidence 0.780. The observation contained CPU usage of 95.70% and latency of 0.11 ms. The decision exceeded Restart Service by 0.157.
2026-07-16T19:52:42.921836+00:00,Memory Pressure,0.0,17.0249,0.09,0.0,Restart Service,0.870249,0.877687,0.92,0.93,0.899111,0.155561,1,1,29.4614,1,1.0,1.0,0.0,"Restart Service was selected with confidence 0.899. The injected process allocated 300.00 MB, while the observed process memory usage was 17.02%. The decision exceeded Scale Out by 0.156."
2026-07-16T20:18:46.426058+00:00,Memory Pressure,1.0,17.035,0.091,0.0,Restart Service,0.87035,0.877762,0.92,0.93,0.899157,0.155524,1,1,38.0076,1,1.0,1.0,0.0,"Restart Service was selected with confidence 0.899. The injected process allocated 300.00 MB, while the observed process memory usage was 17.03%. The decision exceeded Scale Out by 0.156."
2026-07-16T20:20:32.109657+00:00,CPU Resource Exhaustion,94.5,1.7894,0.1079,0.0,Scale Out,0.6675,0.623,0.95,0.89,0.77004,0.155399,1,1,43.1721,1,1.0,1.0,0.0,Scale Out was selected with confidence 0.770. The observation contained CPU usage of 94.50% and latency of 0.11 ms. The decision exceeded Restart Service by 0.155.
