campaign_id,timestamp,repetition,scenario,severity,reference_policy_version,reference_policy_sha256,selected_decision,executed_decision,aggregation_mode,expected_decision,correct,confidence,confidence_margin,ce,ch,cc,cr,decision_latency_ms,recovery_success,recovery_attempted,operator_escalation,safety_status,safety_reason,action_execution_mode,recovery_verification_latency_ms,pre_availability,post_availability,availability_gain,cpu,memory,allocated_memory_mb,latency_ms,error_rate,dependency_available
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:33:24.869927+00:00,3,memory,100,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Do Nothing,Operator Review,multiplicative,Do Nothing,1,0.5223433492331984,0.06397298088130104,0.6380834610284952,0.6666666666666667,0.35,0.5,0.2483166754245758,0,0,1,operator_escalation,confidence 0.522 is below the autonomous threshold 0.550,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,7.238330779430095,100.0,4.117977219160462,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:33:44.977812+00:00,4,memory,100,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Do Nothing,Operator Review,multiplicative,Do Nothing,1,0.5223453803011343,0.06397774180568994,0.6380933855229415,0.6666666666666667,0.35,0.5,0.24245120584964752,0,0,1,operator_escalation,confidence 0.522 is below the autonomous threshold 0.550,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,7.23813228954117,100.0,3.8465199289751832,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:34:05.090811+00:00,5,memory,100,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Do Nothing,Operator Review,multiplicative,Do Nothing,1,0.5223453803011343,0.06397774180568994,0.6380933855229415,0.6666666666666667,0.35,0.5,0.3143865615129471,0,0,1,operator_escalation,confidence 0.522 is below the autonomous threshold 0.550,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,7.23813228954117,100.0,3.7592049413284316,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:34:25.241898+00:00,1,memory,150,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Do Nothing,0,0.5512640822964701,0.002124234582115969,0.44778802867781914,0.44834102150836436,0.92,0.5,0.2775629982352257,0,0,1,operator_escalation,confidence margin 0.002 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,9.778802867781915,150.0,3.7984612626863306,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:34:45.394925+00:00,2,memory,150,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Do Nothing,0,0.5512640822964701,0.002124234582115969,0.44778802867781914,0.44834102150836436,0.92,0.5,0.5067102611064911,0,0,1,operator_escalation,confidence margin 0.002 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,9.778802867781915,150.0,3.7221587889018606,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:35:05.535419+00:00,3,memory,150,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Do Nothing,0,0.5512640822964701,0.002124234582115969,0.44778802867781914,0.44834102150836436,0.92,0.5,0.21099764853715897,0,0,1,operator_escalation,confidence margin 0.002 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,9.778802867781915,150.0,3.702288075182281,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:35:25.690213+00:00,4,memory,150,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Do Nothing,0,0.5512640822964701,0.002124234582115969,0.44778802867781914,0.44834102150836436,0.92,0.5,0.21408777683973312,0,0,1,operator_escalation,confidence margin 0.002 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,9.778802867781915,150.0,3.9553568835874064,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:35:45.830546+00:00,5,memory,150,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Do Nothing,0,0.5512640822964701,0.002124234582115969,0.44778802867781914,0.44834102150836436,0.92,0.5,1.3605132699012756,0,0,1,operator_escalation,confidence margin 0.002 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,9.778802867781915,150.0,4.112086038975442,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:36:06.014223+00:00,1,memory,200,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Restart Service,1,0.633185946972409,0.006278541724691222,0.5898653709246717,0.5923990281935039,0.92,0.5,0.22640172392129898,0,0,1,operator_escalation,confidence margin 0.006 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,12.31987042580051,200.0,4.088797444297421,0.0,1.0
0ab6e4b7-ed17-40ee-b57e-3a54441b350b,2026-09-05T09:36:26.205054+00:00,2,memory,200,1.0,526a06484cc5d50d7c0dc8b8487e4c04f32ee18de6a97eee8ae6965169fe5856,Restart Service,Operator Review,multiplicative,Restart Service,1,0.633185946972409,0.006278541724691222,0.5898653709246717,0.5923990281935039,0.92,0.5,0.2208612859249115,0,0,1,operator_escalation,confidence margin 0.006 is below the ambiguity threshold 0.030,prototype_fault_reset,0.0,1.0,1.0,0.0,0.0,12.31987042580051,200.0,3.9780241226957687,0.0,1.0
